radar,datetime,height,u,v,w,ff,dd,sd_vvp,gap,eta,dens,dbz,dbz_all,n,n_dbz,n_all,n_dbz_all,rcs,sd_vvp_threshold,vcp,radar_latitude,radar_longitude,radar_height,radar_wavelength,source_file
bewid,2023-05-03T20:00:00Z,3200,0.2676045894622803,0.4158722162246704,-0.7391828894615173,0.4945320188999176,32.7603874206543,1.416013479232788,FALSE,7.980172634124756,0.0,-16.547876358032227,-15.76777172088623,443,8811,473,8944,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201000Z_0xb.h5
bewid,2023-05-03T20:00:00Z,3400,-0.17327594757080078,-0.11440703272819519,-1.2959859371185303,0.2076379656791687,236.56484985351562,1.3141599893569946,FALSE,5.8687286376953125,0.0,-17.882558822631836,-17.882558822631836,278,8655,278,8655,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T200000Z_0xb.h5
bewid,2023-05-03T20:00:00Z,3400,0.021294385194778442,0.1635342389345169,-1.039400577545166,0.1649148166179657,7.418948173522949,1.095595359802246,FALSE,5.765781879425049,0.0,-17.95941734313965,-17.993772506713867,247,8562,247,8630,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T200500Z_0xb.h5
bewid,2023-05-03T20:00:00Z,3400,-0.17464454472064972,0.4757287800312042,-0.7228161692619324,0.5067726969718933,339.8413391113281,1.6272064447402954,FALSE,5.1450347900390625,0.0,-18.45411491394043,-18.05596351623535,212,8473,220,8603,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201000Z_0xb.h5
bewid,2023-05-03T20:00:00Z,3600,-0.08760564029216766,-0.2749474048614502,-0.8567399978637695,0.28856685757637024,197.67327880859375,1.1559078693389893,FALSE,11.93956184387207,0.0,-14.798114776611328,-14.798114776611328,392,5960,392,5960,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T200000Z_0xb.h5
bewid,2023-05-03T20:00:00Z,3600,-0.03356921672821045,-0.48898401856422424,-0.679850697517395,0.49013495445251465,183.92724609375,1.122925043106079,FALSE,11.009358406066895,0.0,-15.150378227233887,-15.150378227233887,384,5895,384,5895,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T200500Z_0xb.h5
bewid,2023-05-03T20:00:00Z,3600,0.061268627643585205,-0.32018667459487915,-0.7747420072555542,0.32599595189094543,169.167236328125,1.3141396045684814,FALSE,9.813349723815918,0.0,-15.649826049804688,-15.201788902282715,382,5783,390,5881,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201000Z_0xb.h5
bewid,2023-05-03T20:00:00Z,3800,-0.6581636071205139,-0.6435940265655518,-0.25345009565353394,0.9205393195152283,225.6412353515625,1.1474168300628662,FALSE,9.90867805480957,0.0,-15.607841491699219,-15.607841491699219,308,6081,308,6081,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T200000Z_0xb.h5
bewid,2023-05-03T20:00:00Z,3800,-0.4926019012928009,-1.001348853111267,-0.2642679214477539,1.1159552335739136,206.1943359375,1.2763277292251587,FALSE,6.779475212097168,0.0,-17.256038665771484,-17.256038665771484,345,6092,345,6092,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T200500Z_0xb.h5
bewid,2023-05-03T20:00:00Z,3800,-0.27576708793640137,-1.0402277708053589,-0.4171751141548157,1.0761604309082031,194.84771728515625,0.9928755164146423,FALSE,4.496292591094971,0.0,-19.039453506469727,-18.916120529174805,302,5985,302,6084,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201000Z_0xb.h5
bewid,2023-05-03T20:00:00Z,4000,-1.044938087463379,-0.7645068168640137,-0.4356735646724701,1.294745683670044,233.80972290039062,0.8979665637016296,FALSE,3.9036970138549805,0.0,-19.65323829650879,-19.65323829650879,272,6203,272,6203,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T200000Z_0xb.h5
bewid,2023-05-03T20:00:00Z,4000,-1.0542514324188232,-0.648476779460907,-0.24580830335617065,1.2377270460128784,238.404052734375,0.8105419278144836,FALSE,7.033438205718994,0.0,-17.096323013305664,-17.096323013305664,248,6182,248,6182,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T200500Z_0xb.h5
bewid,2023-05-03T20:00:00Z,4000,-0.6616832613945007,-0.8012930154800415,-0.3129572868347168,1.039180040359497,219.54884338378906,0.9135701656341553,FALSE,3.8663575649261475,0.0,-19.694978713989258,-19.695682525634766,248,6172,248,6173,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201000Z_0xb.h5
bewid,2023-05-03T20:00:00Z,4200,-0.5051932334899902,-0.4463423490524292,-1.4740869998931885,0.6741229295730591,228.5391387939453,1.1047567129135132,FALSE,3.826996326446533,0.0,-19.739418029785156,-19.739418029785156,110,5619,110,5619,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T200000Z_0xb.h5
bewid,2023-05-03T20:00:00Z,4200,-0.7219664454460144,-0.03984101489186287,-0.5645546913146973,0.7230648994445801,266.8414001464844,1.0712740421295166,FALSE,3.801389217376709,0.0,-19.76857566833496,-19.76857566833496,132,5606,132,5606,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T200500Z_0xb.h5
bewid,2023-05-03T20:00:00Z,4200,-0.6493297815322876,-0.17331118881702423,-0.9899075031280518,0.6720609664916992,255.05569458007812,1.0351020097732544,FALSE,2.941103219985962,0.0,-20.882896423339844,-20.882896423339844,116,5616,116,5616,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201000Z_0xb.h5
bewid,2023-05-03T20:00:00Z,4400,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,2.857243537902832,0.2597494125366211,-21.008525848388672,-21.008525848388672,88,6408,88,6408,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T200000Z_0xb.h5
bewid,2023-05-03T20:00:00Z,4400,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,3.0351364612579346,0.275921493768692,-20.746217727661133,-20.746217727661133,81,6372,81,6372,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T200500Z_0xb.h5
bewid,2023-05-03T20:00:00Z,4400,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,3.749075174331665,0.34082502126693726,-19.828758239746094,-19.828758239746094,89,6382,89,6382,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201000Z_0xb.h5
bewid,2023-05-03T20:00:00Z,4600,-0.9258942008018494,-0.36851704120635986,-0.7248840928077698,0.9965364336967468,248.29684448242188,1.132529854774475,FALSE,3.914091110229492,0.0,-19.64168930053711,-19.64168930053711,88,4226,88,4226,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T200000Z_0xb.h5
bewid,2023-05-03T20:00:00Z,4600,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,5.251685619354248,0.4774259626865387,-18.36501121520996,-18.36501121520996,69,4200,69,4200,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T200500Z_0xb.h5
bewid,2023-05-03T20:00:00Z,4600,-0.1344086229801178,-0.4549321234226227,-2.118095874786377,0.47437211871147156,196.45965576171875,2.102548599243164,FALSE,5.608397483825684,0.5098543167114258,-18.07961082458496,-18.07961082458496,67,4219,67,4219,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201000Z_0xb.h5
bewid,2023-05-03T20:00:00Z,4800,-0.28769803047180176,0.05924098193645477,-0.04902397468686104,0.29373398423194885,281.6353759765625,1.251380205154419,FALSE,2.6386003494262695,0.0,-21.354263305664062,-21.354263305664062,59,3523,59,3523,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T200000Z_0xb.h5
bewid,2023-05-03T20:00:00Z,4800,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,3.7991185188293457,0.3453744053840637,-19.771169662475586,-19.771169662475586,63,3533,63,3533,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T200500Z_0xb.h5
bewid,2023-05-03T20:00:00Z,4800,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,4.846582889556885,0.4405984580516815,-18.713642120361328,-18.713642120361328,45,3541,45,3541,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201000Z_0xb.h5
bewid,2023-05-03T20:15:00Z,0,,,,,,,TRUE,,,,,0,0,0,0,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,0,,,,,,,TRUE,,,,,0,0,0,0,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202000Z_0xb.h5
bewid,2023-05-03T20:15:00Z,0,,,,,,,TRUE,,,,,0,0,0,0,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,200,,,,,,,TRUE,,,,,0,0,0,0,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,200,,,,,,,TRUE,,,,,0,0,0,0,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202000Z_0xb.h5
bewid,2023-05-03T20:15:00Z,200,,,,,,,TRUE,,,,,0,0,0,0,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,400,,,,,,,TRUE,,,,,0,0,0,0,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,400,,,,,,,TRUE,,,,,0,0,0,0,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202000Z_0xb.h5
bewid,2023-05-03T20:15:00Z,400,,,,,,,TRUE,,,,,0,0,0,0,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,600,-9.85595989227295,3.3913493156433105,29.120115280151367,10.42310905456543,288.9878845214844,3.0879719257354736,FALSE,120.64753723144531,10.967957496643066,-4.752814292907715,15.106033325195312,31024,45236,47098,70418,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,600,-10.205794334411621,3.3450729846954346,22.190162658691406,10.740007400512695,288.1471862792969,3.034543752670288,FALSE,112.88008880615234,10.261826515197754,-5.041825294494629,15.672906875610352,30017,44436,46205,70401,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202000Z_0xb.h5
bewid,2023-05-03T20:15:00Z,600,-10.360313415527344,3.361159086227417,18.854177474975586,10.891900062561035,287.97442626953125,3.0530571937561035,FALSE,123.70276641845703,11.245705604553223,-4.644204616546631,24.387052536010742,29733,44786,46270,70660,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,800,-10.032341003417969,4.476147174835205,12.591917037963867,10.985615730285645,294.0450744628906,3.1549594402313232,FALSE,53.67563247680664,4.879602909088135,-8.270227432250977,9.683566093444824,39335,69945,43648,81557,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,800,-10.418421745300293,4.52167272567749,10.461172103881836,11.35733413696289,293.4612121582031,3.083770751953125,FALSE,47.85903549194336,4.350821495056152,-8.768359184265137,8.856761932373047,38583,70413,42279,81563,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202000Z_0xb.h5
bewid,2023-05-03T20:15:00Z,800,-10.848628997802734,4.614130020141602,11.43220043182373,11.789102554321289,293.0409851074219,3.031907320022583,FALSE,43.02349090576172,3.911226511001587,-9.230942726135254,9.027857780456543,38494,70724,41590,81452,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,1000,-8.411444664001465,5.024301528930664,3.4832992553710938,9.797755241394043,300.8505859375,3.961544990539551,FALSE,50.08464431762695,4.553149700164795,-8.570952415466309,-6.887677192687988,32674,63078,33687,64793,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,1000,-8.473355293273926,5.256420612335205,6.195285797119141,9.971343994140625,301.8132629394531,3.8060758113861084,FALSE,41.21955108642578,3.747231960296631,-9.416966438293457,-9.050243377685547,32224,63979,32557,64465,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202000Z_0xb.h5
bewid,2023-05-03T20:15:00Z,1000,-8.37922191619873,5.438570499420166,7.113165855407715,9.98946475982666,302.98577880859375,3.684695243835449,FALSE,36.2796630859375,3.2981512546539307,-9.971366882324219,-9.370884895324707,31509,64231,31850,64704,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,1200,-4.2798171043396,9.968031883239746,-4.024569511413574,10.84797191619873,336.7635192871094,3.771226644515991,FALSE,66.21160125732422,6.0192365646362305,-7.358658313751221,-6.899361610412598,26804,51593,27254,52378,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,1200,-4.572263240814209,9.83719253540039,-3.4142580032348633,10.847854614257812,335.0712890625,3.7032248973846436,FALSE,58.702293395996094,5.336572170257568,-7.881448268890381,-7.241899490356445,25857,51922,26062,52226,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202000Z_0xb.h5
bewid,2023-05-03T20:15:00Z,1200,-4.7669878005981445,9.709381103515625,-3.922184944152832,10.81648063659668,333.8504638671875,3.6168503761291504,FALSE,52.0483283996582,4.731666088104248,-8.4039306640625,-8.02082347869873,25837,51986,26034,52287,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,1400,-1.3583428859710693,11.42530632019043,-0.4185599088668823,11.505768775939941,353.2200012207031,3.57051420211792,FALSE,75.26033782958984,6.841848850250244,-6.802337169647217,-6.444705009460449,24992,40979,25539,41767,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,1400,-1.3504126071929932,11.465867042541504,-3.3948795795440674,11.545116424560547,353.2828369140625,3.6056368350982666,FALSE,73.02268981933594,6.638426303863525,-6.933420658111572,-6.430870056152344,25010,41006,25526,41708,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202000Z_0xb.h5
bewid,2023-05-03T20:15:00Z,1400,-1.556893229484558,11.34675407409668,-3.6437137126922607,11.4530668258667,352.18719482421875,3.634028434753418,FALSE,70.53280639648438,6.412073135375977,-7.084087371826172,-6.869534492492676,25325,41371,25685,41885,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,1600,-0.10004766285419464,10.596688270568848,-4.4419121742248535,10.597160339355469,359.4590759277344,3.1906778812408447,FALSE,66.98603820800781,6.089639663696289,-7.3081560134887695,-7.095302581787109,19400,33652,19845,34288,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,1600,-0.05774872004985809,10.582747459411621,-4.383637428283691,10.582904815673828,359.6873474121094,3.231182098388672,FALSE,78.14518737792969,7.104107856750488,-6.638976573944092,-6.49229621887207,20470,33792,20864,34306,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202000Z_0xb.h5
bewid,2023-05-03T20:15:00Z,1600,0.13919439911842346,10.702792167663574,-6.118977069854736,10.703697204589844,0.7451141476631165,3.2856245040893555,FALSE,78.20679473876953,7.109708786010742,-6.63555383682251,-6.558223724365234,20766,33823,21052,34202,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,1800,1.0924731492996216,9.7991943359375,-2.71927547454834,9.859904289245605,6.361409664154053,3.1759655475616455,FALSE,50.73278045654297,4.6120710372924805,-8.515111923217773,-8.229034423828125,15380,31555,15883,32406,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,1800,1.5495506525039673,9.963813781738281,-3.552027702331543,10.083585739135742,8.839703559875488,3.082304000854492,FALSE,62.0455322265625,5.6405029296875,-7.640893459320068,-7.291180610656738,17328,31647,17798,32422,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202000Z_0xb.h5
bewid,2023-05-03T20:15:00Z,1800,1.9157218933105469,10.138375282287598,-0.20029008388519287,10.31778335571289,10.700305938720703,3.1224541664123535,FALSE,72.08405303955078,6.553095817565918,-6.989606857299805,-6.910837173461914,18354,31705,18880,32480,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,2000,2.9487709999084473,8.202291488647461,0.7821727991104126,8.716239929199219,19.7738037109375,3.3289406299591064,FALSE,33.696189880371094,3.0632898807525635,-10.292191505432129,-10.089134216308594,7356,20701,7575,21192,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,2000,3.277122974395752,8.490701675415039,-1.1729289293289185,9.101183891296387,21.10489845275879,3.1762547492980957,FALSE,44.06824493408203,4.006204128265381,-9.126741409301758,-8.992782592773438,9247,20691,9456,21150,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202000Z_0xb.h5
bewid,2023-05-03T20:15:00Z,2000,3.740279197692871,8.722119331359863,-0.30001991987228394,9.49026107788086,23.210954666137695,2.9818315505981445,FALSE,56.9445915222168,5.176781177520752,-8.013473510742188,-7.888599872589111,10639,20736,10882,21226,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,2200,3.8264541625976562,7.157613754272461,-5.261730194091797,8.116230010986328,28.128921508789062,3.3408849239349365,FALSE,14.76340103149414,1.3421273231506348,-13.876134872436523,-13.594154357910156,3637,21183,3712,21581,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,2200,4.244186878204346,7.4146952629089355,-6.428384304046631,8.543466567993164,29.786911010742188,3.0950019359588623,FALSE,24.45032501220703,2.222756862640381,-11.685152053833008,-11.654430389404297,5363,21129,5422,21578,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202000Z_0xb.h5
bewid,2023-05-03T20:15:00Z,2200,4.7197794914245605,7.833897113800049,-4.346212863922119,9.145833015441895,31.068193435668945,2.809602737426758,FALSE,35.50065612792969,3.227332353591919,-10.065634727478027,-10.00418472290039,6853,21235,6931,21569,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,2400,3.027749538421631,4.966131210327148,-5.159083843231201,5.816332817077637,31.369815826416016,3.880103588104248,FALSE,10.514294624328613,0.9558449387550354,-15.350197792053223,-14.861429214477539,1393,16760,1468,17081,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,2400,4.0224127769470215,5.855340003967285,-6.85127592086792,7.103858947753906,34.48769760131836,3.683399200439453,FALSE,15.07947063446045,1.3708609342575073,-13.784137725830078,-12.183399200439453,1991,16530,2098,16949,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202000Z_0xb.h5
bewid,2023-05-03T20:15:00Z,2400,4.420005798339844,6.353623390197754,-10.226472854614258,7.73983097076416,34.8250617980957,3.3551759719848633,FALSE,18.419490814208984,1.6744991540908813,-12.915223121643066,-12.79704475402832,2655,16794,2706,16963,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,2600,0.6268066167831421,-2.416496753692627,-3.4327797889709473,2.4964661598205566,165.45870971679688,4.233508586883545,FALSE,8.4957914352417,0.7723446488380432,-16.27596092224121,-14.919319152832031,881,15289,965,15510,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,2600,2.6934423446655273,3.8887276649475098,-0.680418074131012,4.7304158210754395,34.70756530761719,4.2483930587768555,FALSE,10.094488143920898,0.9176807403564453,-15.527155876159668,-14.534579277038574,946,15008,1070,15497,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202000Z_0xb.h5
bewid,2023-05-03T20:15:00Z,2600,4.600066661834717,5.304239273071289,-2.028134822845459,7.021080017089844,40.933250427246094,3.9166269302368164,FALSE,12.9210844039917,1.1746439933776855,-14.455009460449219,-13.921902656555176,1466,15349,1542,15518,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,2800,0.6333004832267761,-1.474103569984436,-1.9030643701553345,1.6043848991394043,156.7508087158203,3.3930766582489014,FALSE,10.855056762695312,0.986823320388794,-15.211677551269531,-14.767373085021973,684,11987,798,12244,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,2800,0.4736613929271698,-1.2514102458953857,-1.5517175197601318,1.3380517959594727,159.26824951171875,3.744576930999756,FALSE,9.611278533935547,0.8737525939941406,-15.740187644958496,-14.939762115478516,781,11700,898,12232,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202000Z_0xb.h5
bewid,2023-05-03T20:15:00Z,2800,-1.3892030715942383,0.3548417389392853,-1.4719384908676147,1.4338053464889526,284.3285827636719,3.7025880813598633,FALSE,12.447657585144043,1.1316052675247192,-14.617122650146484,-14.430482864379883,819,11924,897,12180,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,3000,0.6111243367195129,0.6545884609222412,-0.6963212490081787,0.8955216407775879,43.03325653076172,1.97769296169281,FALSE,7.513023376464844,0.0,-16.809850692749023,-16.65622901916504,411,8388,456,8595,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,3000,0.33776986598968506,0.4594661593437195,-0.8913535475730896,0.5702610015869141,36.320926666259766,1.7695530652999878,FALSE,8.221400260925293,0.0,-16.418540954589844,-16.2569580078125,408,8291,450,8622,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202000Z_0xb.h5
bewid,2023-05-03T20:15:00Z,3000,0.4369518756866455,0.8229010105133057,-1.0738426446914673,0.9317150712013245,27.967838287353516,1.8750543594360352,FALSE,7.393160343170166,0.0,-16.879697799682617,-16.80124282836914,407,8421,433,8606,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,3200,0.41753920912742615,0.4615537226200104,-0.0364486426115036,0.6223912239074707,42.13370132446289,1.2897840738296509,FALSE,8.263803482055664,0.0,-16.396198272705078,-16.386394500732422,470,8822,470,8970,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,3200,-0.0036607328802347183,0.34992465376853943,-0.38190245628356934,0.34994378685951233,359.400634765625,1.2890536785125732,FALSE,7.8376593589782715,0.0,-16.626134872436523,-16.69794464111328,451,8774,451,8931,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202000Z_0xb.h5
bewid,2023-05-03T20:15:00Z,3200,0.017882399260997772,0.2486548125743866,-1.0199525356292725,0.24929700791835785,4.113433837890625,1.3214333057403564,FALSE,7.803338050842285,0.0,-16.64519500732422,-16.703777313232422,478,8802,478,8934,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,3400,-0.1987963169813156,0.15398009121418,-0.9780070781707764,0.2514554560184479,307.760009765625,1.2998169660568237,FALSE,7.136891841888428,0.0,-17.032907485961914,-16.69035530090332,278,8485,278,8640,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,3400,0.1736055463552475,0.2557963728904724,-0.5463802218437195,0.30914506316185,34.164207458496094,1.3496968746185303,FALSE,6.245508193969727,0.0,-17.612321853637695,-17.646677017211914,242,8562,242,8630,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202000Z_0xb.h5
bewid,2023-05-03T20:15:00Z,3400,0.3444913923740387,-0.05760658532381058,-1.1411025524139404,0.34927472472190857,99.4932861328125,1.4961971044540405,FALSE,6.198324680328369,0.0,-17.64525604248047,-17.669452667236328,250,8591,250,8639,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,3600,-0.028029128909111023,-0.44144120812416077,-0.7063729166984558,0.44233015179634094,183.63308715820312,1.1443846225738525,FALSE,10.220776557922363,0.0,-15.473159790039062,-15.473159790039062,409,5943,409,5943,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,3600,-0.07520174980163574,-0.1452663242816925,-1.0388209819793701,0.16357752680778503,207.36978149414062,1.1710866689682007,FALSE,10.912969589233398,0.0,-15.188569068908691,-15.188569068908691,407,5947,407,5947,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202000Z_0xb.h5
bewid,2023-05-03T20:15:00Z,3600,0.06257280707359314,-0.5455015897750854,-1.2577708959579468,0.549078643321991,173.4563751220703,1.076169490814209,FALSE,11.474876403808594,0.0,-14.970519065856934,-14.970519065856934,396,5916,396,5916,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,3800,-0.6797980666160583,-0.648959755897522,-0.3602338433265686,0.9398266673088074,226.32949829101562,1.044475793838501,FALSE,6.040823459625244,0.0,-17.757038116455078,-17.757038116455078,346,6125,346,6125,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,3800,-0.442135751247406,-0.8283781409263611,-0.3279235363006592,0.9389858245849609,208.09046936035156,1.0425374507904053,FALSE,5.410419940948486,0.0,-18.235689163208008,-18.235689163208008,315,6105,315,6105,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202000Z_0xb.h5
bewid,2023-05-03T20:15:00Z,3800,-0.6287367939949036,-0.7798340320587158,-0.4765773415565491,1.0017240047454834,218.87730407714844,0.9780826568603516,FALSE,5.482912063598633,0.0,-18.177885055541992,-18.177885055541992,306,6130,306,6130,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T202500Z_0xb.h5
bewid,2023-05-03T20:15:00Z,4000,-0.9721114635467529,-0.46504828333854675,-0.3802454173564911,1.077622652053833,244.43402099609375,0.9998694658279419,FALSE,6.965455532073975,0.0,-17.138504028320312,-17.138504028320312,215,6215,215,6215,11.0,2.0,,49.9143,5.5056,590,5.3,bewid_vp_20230503T201500Z_0xb.h5
